event,site,date,round,white,black,result,white_elo,black_elo,eco,set_up,time_control,start_time,end_time,termination,link,movetext,n_moves,w1,b1,w2,b2,w3,b3,w4,b4,w5,b5,w6,b6,w7,b7,w8,b8,w9,b9,w10,b10,last_move,complete_movetext,w_b_moves,w_k_moves,w_n_moves,w_o_moves,w_q_moves,w_r_moves,b_b_moves,b_k_moves,b_n_moves,b_o_moves,b_q_moves,b_r_moves,b_moves,k_moves,n_moves_2,o_moves,q_moves,r_moves,termination_broad,me,win,draw,loss,my_result,elo_dif,my_elo
Bullet,Lichess,2020-01-08,NA,therealslimkt,lapsus10,1-0,2008,2041,A11,NA,60+0,NA,NA,Normal,https://lichess.org/5UUQkfMj,1. c4 c6 2. Nc3 d5 3. cxd5 cxd5 4. d3 Nc6 5. g3 d4 6. Ne4 f5 7. Nd2 Qd5 8. Ngf3 e5 9. Bg2 Qe6 10. O-O Bd7 11. Rb1 Nf6 12. a4 Bb4 13. Nc4 O-O 14. Bd2 Bxd2 15. Qxd2 Rad8 16. b4 Be8 17. b5 Ne7 18. Ncxe5 Ned5 19. Nc4 Nc3 20. Rbc1 Nxe2+ 21. Kh1 Nxc1 22. Rxc1 b6 23. Nce5 Nd5 24. Nc6 Rc8 25. Nfxd4 Qf7 26. Qa2 f4 27. Bxd5,27,c4,c6,Nc3,d5,cxd5,cxd5,d3,Nc6,g3,d4,Ne4,f5,Nd2,Qd5,Ngf3,e5,Bg2,Qe6,O-O,Bd7,Bxd5,TRUE,3,2,10,1,2,4,4,1,8,1,3,3,7,3,18,2,5,7,Normal,White,1,0,FALSE,Win,-33,2008
Bullet,Lichess,2020-01-08,NA,therealslimkt,SiberianKot,1-0,2003,1922,A34,NA,60+0,NA,NA,Normal,https://lichess.org/nvOGSYVG,1. c4 c5 2. Nc3 d6 3. d3 g6 4. g3 Bg7 5. Bg2 Nf6 6. Nf3 O-O 7. O-O Nc6 8. Rb1 e6 9. a3 a6 10. b4 b6 11. bxc5 bxc5 12. e4 Bd7 13. Re1 Rb8 14. Rxb8 Qxb8 15. e5 dxe5 16. Bg5 h6 17. Bxf6 Bxf6 18. Ne4 Bg7 19. Nxc5 Nd4 20. Nxd7 Nxf3+ 21. Qxf3 Qd8 22. Nxf8 Qxf8 23. Qa8 Qb8 24. Qxb8+,24,c4,c5,Nc3,d6,d3,g6,g3,Bg7,Bg2,Nf6,Nf3,O-O,O-O,Nc6,Rb1,e6,a3,a6,b4,b6,Qxb8+,TRUE,3,1,6,1,3,4,4,1,4,1,4,2,7,2,10,2,7,6,Normal,White,1,0,FALSE,Win,81,2003
Bullet,Lichess,2020-01-08,NA,Alex3Droogs,therealslimkt,1-0,2113,2007,C17,NA,60+0,NA,NA,Normal,https://lichess.org/0C4wVqJM,1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Nf3 cxd4 6. Qxd4 Nc6 7. Qg4 Nge7 8. Qxg7 Rg8 9. Qxh7 Qa5 10. Bd2 d4 11. Ne4 Bxd2+ 12. Nexd2 Nxe5 13. O-O-O N7c6 14. Nxe5 Nxe5 15. Kb1 Rg5 16. f4 Rf5 17. fxe5 Qxe5 18. Qg8+ Ke7 19. Nc4 Qc5 20. Bd3 Rf2 21. Qh8 b5 22. Qh4+ f6 23. Qxf2,23,e4,e6,d4,d5,Nc3,Bb4,e5,c5,Nf3,cxd4,Qxd4,Nc6,Qg4,Nge7,Qxg7,Rg8,Qxh7,Qa5,Bd2,d4,Qxf2,TRUE,2,2,6,1,8,1,2,1,5,0,3,4,4,3,11,1,11,5,Normal,Black,0,0,TRUE,Loss,-106,2007
Bullet,Lichess,2020-01-08,NA,therealslimkt,usagi1969,0-1,2016,1880,A10,NA,60+0,NA,NA,Normal,https://lichess.org/7ap4TXbO,1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qd8 4. d3 Nc6 5. g3 Nf6 6. Bg2 Bg4 7. e4 Bxd1 8. Nxd1 Qxd3 9. Ne3 Nd4 10. Ne2 Qxe2#,10,c4,d5,cxd5,Qxd5,Nc3,Qd8,d3,Nc6,g3,Nf6,Bg2,Bg4,e4,Bxd1,Nxd1,Qxd3,Ne3,Nd4,Ne2,Qxe2#,Qxe2#,TRUE,1,0,4,0,0,0,2,0,3,0,4,0,3,0,7,0,4,0,Normal,White,0,0,TRUE,Loss,136,2016
Bullet,Lichess,2020-01-08,NA,surplatom,therealslimkt,0-1,2000,2009,A00,NA,60+0,NA,NA,Time forfeit,https://lichess.org/yY7Mp62Y,1. f3 e5 2. e3 d5 3. Ne2 Nf6 4. Ng3 c5 5. Be2 Nc6 6. O-O Bg4 7. b3 Be6 8. c3 Be7 9. Bb2 d4 10. d3 dxe3 11. Nd2 exd2 12. Qxd2 O-O 13. Rae1 Nd5 14. Kh1 Nf4 15. d4 cxd4 16. cxd4 Nxe2 17. Nxe2 exd4 18. Nxd4 Nxd4 19. Bxd4 Qc7 20. Qb2 f6 21. Rxe6 Rfe8 22. Ree1 Rad8 23. h3 Bc5 24. Bxc5 Qxc5 25. Kh2 Rxe1 26. Rxe1 Qd6+ 27. g3 Qd2+ 28. Qxd2 Rxd2+ 29. Kg1 Rxa2 30. Re8+ Kf7 31. Rb8 Ra3 32. Rxb7+ Kg6 33. Kf2 h5 34. Ke3 h4 35. g4 f5 36. Kf4 fxg4 37. fxg4 Ra2 38. Rb5 Rh2 39. Rg5+ Kf6 40. Rf5+ Ke7 41. g5 Rxh3 42. Kg4 Rxb3 43. Kxh4 Rb4+ 44. Kh5 Rb6 45. g6 Rf6 46. Ra5 a6 47. Kg5 Kf8 48. Re5 Rb6 49. Ra5 Rb5+ 50. Rxb5 axb5 51. Kf4 b4 52. Ke3 b3 53. Kd3 b2 54. Kc2 Ke7 55. Kxb2 Kf6 56. Kc2 Kxg6 57. Kd2 Kf5 58. Ke2 Kf4 59. Kf2 g5 60. Kg2 g4 61. Kg1 Kf3 62. Kh1 Kf2,62,f3,e5,e3,d5,Ne2,Nf6,Ng3,c5,Be2,Nc6,O-O,Bg4,b3,Be6,c3,Be7,Bb2,d4,d3,dxe3,Kf2,TRUE,4,23,5,1,3,15,4,13,6,1,4,16,8,36,11,2,7,31,Time forfeit,Black,1,0,FALSE,Win,9,2009
Bullet,Lichess,2020-01-08,NA,therealslimkt,bobbydigital23,0-1,2016,2011,A10,NA,60+0,NA,NA,Normal,https://lichess.org/P3VJTlIp,1. c4 g6 2. Nc3 Bg7 3. d3 Nf6 4. g3 O-O 5. Bg2 c6 6. e4 d5 7. Nge2 dxe4 8. dxe4 Qxd1+ 9. Nxd1 Bg4 10. O-O Bxe2 11. Re1 Bxc4 12. Nc3 Na6 13. Bg5 Rad8 14. e5 Nd5 15. Nxd5 cxd5 16. Bxe7 Rfe8 17. Bxd8 Rxd8 18. e6 fxe6 19. Rxe6 Nc5 20. Re7 d4 21. Bxb7 Nxb7 22. Rxb7 d3 23. Rd1 a6 24. Kf1 d2+ 25. Kg2 Be2 26. Rxd2 Rxd2 27. Rb8+ Bf8 28. Ra8 Bc4 29. b3 Bd5+ 30. Kf1 Bxa8,30,c4,g6,Nc3,Bg7,d3,Nf6,g3,O-O,Bg2,c6,e4,d5,Nge2,dxe4,dxe4,Qxd1+,Nxd1,Bg4,O-O,Bxe2,Bxa8,TRUE,5,4,5,1,0,9,9,1,5,1,1,5,14,5,10,2,1,14,Normal,White,0,0,TRUE,Loss,5,2016
Bullet,Lichess,2020-01-07,NA,Rivenwar,therealslimkt,1-0,2007,2022,C02,NA,60+0,NA,NA,Normal,https://lichess.org/T3KeXLEE,1. e4 e6 2. d4 d5 3. e5 c5 4. dxc5 Bxc5 5. h3 Nc6 6. Nc3 Nxe5 7. Bf4 Qc7 8. a4 Bd6 9. Nb5 Qd8 10. Nf3 Nxf3+ 11. Qxf3 Bxf4 12. Qxf4 Nf6 13. Nc7+ Kf8 14. Nxa8 Qb6 15. Nxb6 axb6,15,e4,e6,d4,d5,e5,c5,dxc5,Bxc5,h3,Nc6,Nc3,Nxe5,Bf4,Qc7,a4,Bd6,Nb5,Qd8,Nf3,Nxf3+,axb6,TRUE,1,0,6,0,2,0,3,1,4,0,3,0,4,1,10,0,5,0,Normal,Black,0,0,TRUE,Loss,15,2022
Bullet,Lichess,2020-01-07,NA,therealslimkt,kaiis,1/2-1/2,2025,1841,A16,NA,60+0,NA,NA,Normal,https://lichess.org/rsBG81mm,1. c4 Nf6 2. Nc3 g6 3. d3 Bg7 4. g3 O-O 5. Bg2 Nc6 6. e4 b6 7. Nge2 Bb7 8. O-O d6 9. f4 e5 10. Rb1 exf4 11. Nxf4 Re8 12. b4 Qc8 13. b5 Ne7 14. Ncd5 Nexd5 15. Nxd5 Nxd5 16. exd5 Qd7 17. Bb2 Bxb2 18. Rxb2 Re3 19. Re2 Rae8 20. Rxe3 Rxe3 21. Re1 Rxe1+ 22. Qxe1 f5 23. h4 Kf7 24. Qe3 Kg7 25. h5 gxh5 26. Qg5+ Kh8 27. Qxh5 Qe7 28. Qxf5 Qe3+ 29. Kh2 Qh6+ 30. Kg1 Qc1+ 31. Kh2 Qh6+ 32. Bh3 Qd2+ 33. Bg2 Qh6+,33,c4,Nf6,Nc3,g6,d3,Bg7,g3,O-O,Bg2,Nc6,e4,b6,Nge2,Bb7,O-O,d6,f4,e5,Rb1,exf4,Qh6+,TRUE,4,4,5,1,5,6,3,4,5,1,9,6,7,8,10,2,14,12,Normal,White,0,1,FALSE,Draw,184,2025
Bullet,Lichess,2020-01-07,NA,roseb1,therealslimkt,1-0,2043,2032,C00,NA,60+0,NA,NA,Normal,https://lichess.org/AjMC19df,1. e4 e6 2. Nf3 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ Qxf6 6. d4 Nc6 7. Bd3 Bd6 8. Bg5 Nxd4 9. Bxf6 Nxf3+ 10. Qxf3 gxf6 11. Qxf6 Rf8 12. Bxh7,12,e4,e6,Nf3,d5,Nc3,dxe4,Nxe4,Nf6,Nxf6+,Qxf6,d4,Nc6,Bd3,Bd6,Bg5,Nxd4,Bxf6,Nxf3+,Qxf3,gxf6,Bxh7,TRUE,4,0,4,0,2,0,1,0,4,0,1,1,5,0,8,0,3,1,Normal,Black,0,0,TRUE,Loss,-11,2032
Bullet,Lichess,2020-01-07,NA,aminought,therealslimkt,0-1,1978,2026,A40,NA,60+0,NA,NA,Time forfeit,https://lichess.org/blo0Udyf,1. d4 g6 2. e3 Bg7 3. Nf3 d6 4. Be2 Nf6 5. O-O c5 6. Nbd2 cxd4 7. Nxd4 Nc6 8. c3 Nxd4 9. exd4 Qb6 10. Re1 Nd5 11. Nc4 Qc7 12. b3 e5 13. Qd2 exd4 14. cxd4 O-O 15. Bf3 Be6 16. Bb2 b5 17. Ne3 Nxe3 18. Rxe3 Rac8 19. Rc1 Qd7 20. Rec3 f5 21. Bc6 Qf7 22. R3c2 d5 23. Bxb5 Rxc2 24. Rxc2 Qb7 25. Be2 Qb6 26. Bf3 f4 27. Rc5 Rc8 28. Rxc8+ Bxc8 29. Bxd5+ Be6 30. Bxe6+ Qxe6 31. Qd1 h5 32. d5 Qd6 33. Bxg7 Kxg7 34. Qd4+ Kh6 35. h3 g5 36. Qd3 g4 37. Qe4 gxh3 38. Qe6+ Qxe6 39. dxe6 hxg2 40. Kxg2 Kg5 41. Kf3 Kf6,41,d4,g6,e3,Bg7,Nf3,d6,Be2,Nf6,O-O,c5,Nbd2,cxd4,Nxd4,Nc6,c3,Nxd4,exd4,Qb6,Re1,Nd5,Kf6,TRUE,10,3,5,1,6,9,4,5,5,1,9,4,14,8,10,2,15,13,Time forfeit,Black,1,0,FALSE,Win,48,2026
Bullet,Lichess,2020-01-07,NA,therealslimkt,freddyanc,0-1,2032,2022,A13,NA,60+0,NA,NA,Normal,https://lichess.org/7FxaS2sh,1. c4 e6 2. Nc3 c6 3. d3 d5 4. cxd5 cxd5 5. g3 f5 6. Bg2 Nf6 7. e4 Bd6 8. exf5 exf5 9. Nf3 O-O 10. O-O Nc6 11. Bg5 d4 12. Nd5 h6 13. Nxf6+ gxf6 14. Bxh6 Rf7 15. Qd2 Kh7 16. Rac1 Qg8 17. Rxc6 bxc6 18. Nxd4 Bd7 19. Nxf5 Bxf5 20. d4 Qg6 21. Bf4 Bxf4 22. Qxf4 Rg8 23. Bxc6 Bd3 24. Re1 Rgg7 25. Be4 Bxe4 26. Rxe4 f5 27. Re5 Qg4 28. Rxf5 Qxf4 29. Rxf4 Rxf4 30. Kg2 Rxd4 31. h4 Rd2 32. Kh3 Rxb2 33. a4 Rxf2 34. a5 Ra2 35. a6 Rxa6 36. h5 Rb6 37. Kh4 a5 38. g4 a4 39. g5 Rb4+ 40. Kg3 a3 41. g6+ Rxg6+ 42. hxg6+ Kxg6 43. Kf3 a2 44. Ke2 a1=Q 45. Kd2 Qa3 46. Kc2 Rb2+ 47. Kc1 Qa1#,47,c4,e6,Nc3,c6,d3,d5,cxd5,cxd5,g3,f5,Bg2,Nf6,e4,Bd6,exf5,exf5,Nf3,O-O,O-O,Nc6,Qa1#,TRUE,6,10,6,1,2,8,6,3,2,1,6,15,12,13,8,2,8,23,Normal,White,0,0,TRUE,Loss,10,2032
Bullet,Lichess,2020-01-07,NA,therealslimkt,roseb1,1-0,2026,2039,A16,NA,60+0,NA,NA,Normal,https://lichess.org/vjHxMs5G,1. c4 Nf6 2. Nc3 g6 3. d3 Bg7 4. g3 O-O 5. Bg2 c5 6. e4 d6 7. Nge2 Nc6 8. O-O e5 9. f4 Bg4 10. f5 Nd4 11. Qd2 a6 12. Nxd4 exd4 13. Nd5 Nxd5 14. cxd5 gxf5 15. exf5 f6 16. Qf4 Bh5 17. g4 Bf7 18. g5 fxg5 19. Qxg5 Kh8 20. f6 Bxf6 21. Rxf6 Rg8 22. Qf4 Bg6 23. Bd2 Qc8 24. Rf1 Bxd3 25. Rf3 Bg6 26. b4 b6 27. bxc5 bxc5 28. Be1 Qc7 29. Bg3 Qe7 30. Rxd6 Qe1+ 31. Bxe1 Raf8 32. Rf6,32,c4,Nf6,Nc3,g6,d3,Bg7,g3,O-O,Bg2,c5,e4,d6,Nge2,Nc6,O-O,e5,f4,Bg4,f5,Nd4,Rf6,TRUE,5,1,4,1,4,6,8,2,4,1,4,3,13,3,8,2,8,9,Normal,White,1,0,FALSE,Win,-13,2026
Bullet,Lichess,2020-01-07,NA,therealslimkt,ebgm,1-0,2021,1921,A13,NA,60+0,NA,NA,Normal,https://lichess.org/V7bDKqWq,1. c4 e6 2. Nc3 d5 3. d3 d4 4. Ne4 Nf6 5. Nxf6+ Qxf6 6. g3 Bd6 7. Bg2 h5 8. Nf3 h4 9. Nxh4 Rxh4 10. gxh4 Qxh4 11. Rg1 Bd7 12. Bxb7 Nc6 13. Bxa8 Bxh2 14. Bg5 Qh5 15. Rg2 Bd6 16. Qa4 Bb4+ 17. Kd1 Bd6 18. Bxc6 f6 19. Bxd7+ Kf7 20. Rg1 fxg5 21. Qc6 Qh2 22. Qg2 Qe5 23. Qxg5 Qxg5 24. Rxg5 Bf4 25. Ra5 Ke7 26. Bc8 Kd8 27. Bxe6 Ke7 28. Bd5 Kd8 29. Rxa7 Bd6 30. Rc1 Ke7 31. c5 Kf6 32. cxd6 Ke5 33. Rc6 Kf4 34. dxc7 Kg4 35. c8=Q+ Kh4 36. Qg8 Kh3 37. Rxg7 Kh2 38. Rh7#,38,c4,e6,Nc3,d5,d3,d4,Ne4,Nf6,Nxf6+,Qxf6,g3,Bd6,Bg2,h5,Nf3,h4,Nxh4,Rxh4,gxh4,Qxh4,Rh7#,TRUE,9,1,5,0,5,10,8,13,2,0,6,1,17,14,7,0,11,11,Normal,White,1,0,FALSE,Win,100,2021
Bullet,Lichess,2020-01-07,NA,raymdw,therealslimkt,0-1,1926,2016,C02,NA,60+0,NA,NA,Time forfeit,https://lichess.org/AQcqLkx6,1. e4 e6 2. Nf3 d5 3. e5 c5 4. d4 cxd4 5. c3 Nc6 6. cxd4 Qc7 7. Be2 Nge7 8. O-O Nf5 9. Be3 Bb4 10. a3 Ba5 11. b4 Bb6 12. Nc3 O-O 13. b5 Na5 14. Na4 Nc4 15. Bxc4 dxc4 16. Nxb6 Qxb6 17. Qc2 Qxb5 18. a4 Qa6 19. Rfb1 Bd7 20. Rb4 Rac8 21. Nd2 b5 22. Ra2 bxa4 23. Rbxa4 Bxa4 24. Rxa4 Qb5 25. Rxc4 Rxc4 26. Qxc4 Qxc4 27. Nxc4 Nxe3 28. Nxe3 Rd8 29. Nc2 f6 30. exf6 gxf6 31. Kf1 e5 32. dxe5 fxe5 33. Ke2 Rc8 34. Ne3 Kf7 35. Kf3 Ke6 36. Ng4 Rc2 37. Ne3 h5 38. Nxc2 a6 39. Nb4 a5 40. Nc6 a4 41. Nb4 a3 42. Na2 Kd6 43. Ke2 Kc5 44. Kd2 Kc4 45. Kc2 e4 46. Nc3 Kb4 47. Na2+ Kc4 48. Kb1 Kb3 49. Nc1+ Kc3 50. Na2+ Kb3 51. Ka1 Kc2 52. Nc1 a2 53. Kxa2 Kxc1,53,e4,e6,Nf3,d5,e5,c5,d4,cxd4,c3,Nc6,cxd4,Qc7,Be2,Nge7,O-O,Nf5,Be3,Bb4,a3,Ba5,Kxc1,TRUE,3,10,21,1,2,7,5,13,6,1,6,6,8,23,27,2,8,13,Time forfeit,Black,1,0,FALSE,Win,90,2016
Bullet,Lichess,2020-01-07,NA,therealslimkt,Malomajstor1,1-0,2008,2113,A10,NA,60+0,NA,NA,Time forfeit,https://lichess.org/YoCjTiSC,1. c4 d5 2. Nc3 dxc4 3. Qa4+ c6 4. Qxc4 Nf6 5. Qb3 Nbd7 6. g3 Qb6 7. Qc2 e5 8. Bg2 Bb4 9. Nf3 O-O 10. O-O e4 11. Nxe4 Nxe4 12. Qxe4 Nf6 13. Qd4 Bc5 14. Qc3 Bg4 15. d4 Bb4 16. Qc4 Rad8 17. Be3 Nd5 18. Rad1 Rfe8 19. a3 Bf8 20. Qd3 Qxb2 21. h3 Bh5 22. g4 Bg6 23. Qd2 Qxa3 24. Ne5 Qd6 25. Nxg6 hxg6 26. Bxd5 Qxd5 27. f4 Bd6 28. f5 Qe4 29. Bf4 gxf5 30. Bxd6 Rxd6 31. Rxf5 Qe3+ 32. Rf2 Qxd2 33. Rxd2 Rde6 34. e3 Rxe3 35. Rfe2 Rxh3 36. Rxe8+ Kh7 37. Ra8 Rg3+ 38. Kf1 Rxg4 39. Rf2 Kg6 40. Rh2 f6 41. Rg2,41,c4,d5,Nc3,dxc4,Qa4+,c6,Qxc4,Nf6,Qb3,Nbd7,g3,Qb6,Qc2,e5,Bg2,Bb4,Nf3,O-O,O-O,e4,Rg2,TRUE,5,2,5,1,10,11,8,3,5,1,8,9,13,5,10,2,18,20,Time forfeit,White,1,0,FALSE,Win,-105,2008
Bullet,Lichess,2020-01-07,NA,asamopo,therealslimkt,0-1,1989,2002,C01,NA,60+0,NA,NA,Time forfeit,https://lichess.org/LFOl6bH3,1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 Nf6 5. Nc3 Be7 6. Bg5 O-O 7. Bxf6 Bxf6 8. Nxd5 Re8+ 9. Be2 Be6 10. Nxf6+ Qxf6 11. d5 Bg4 12. f3 Bf5 13. Qd2 Nd7 14. O-O-O Nc5 15. b4 Na4 16. g4 Bg6 17. g5 Qf5 18. Bd3 Qxd3 19. Qxd3 Bxd3 20. Rxd3 Re1+ 21. Rd1 Re2 22. Rd2 Re1+ 23. Rd1 Rxd1+ 24. Kxd1 Nb2+ 25. Kc2 Nxc4 26. Ne2 Ne3+ 27. Kb3 Nxd5 28. Rd1 Rd8 29. Nc3 c6 30. a4 Kf8 31. b5 Ke7 32. bxc6 bxc6 33. Ne4 Nb6 34. a5 Rxd1 35. axb6 axb6 36. Kc4 Rh1 37. f4 Rxh2 38. f5 Rh4 39. Kd4 Rxe4+ 40. Kxe4 h6 41. Kd4 hxg5 42. Ke5 g6 43. fxg6 fxg6 44. Kd4 g4 45. Ke3 g3 46. Kf3 g2 47. Kxg2 Kd6 48. Kf3 Kd5 49. Ke3 c5 50. Kd3 b5 51. Kc3 Ke5 52. Kd3 g5 53. Ke3 g4 54. Kf2 g3+ 55. Kxg3 c4 56. Kf2 c3 57. Ke2 Kd4 58. Kd1 Kc4 59. Kc1 b4 60. Kc2 b3+ 61. Kb1 c2+ 62. Kc1 Kd3 63. Kb2 Kd2 64. Kxb3 c1=Q 65. Kb4 Qc3+ 66. Kb5 Qc2 67. Kb6 Qb2+ 68. Ka5 Qc2,68,e4,e6,d4,d5,exd5,exd5,c4,Nf6,Nc3,Be7,Bg5,O-O,Bxf6,Bxf6,Nxd5,Re8+,Be2,Be6,Nxf6+,Qxf6,Qc2,TRUE,4,34,6,1,2,6,7,10,9,1,7,12,11,44,15,2,9,18,Time forfeit,Black,1,0,FALSE,Win,13,2002
Bullet,Lichess,2020-01-07,NA,therealslimkt,Prekator,0-1,2009,1919,A25,NA,60+0,NA,NA,Normal,https://lichess.org/UU3YYoS4,1. c4 e5 2. Nc3 Nc6 3. d3 Nd4 4. g3 Rb8 5. Bg2 b6 6. Nf3 Bb7 7. O-O Nxf3+ 8. exf3 f5 9. f4 Bxg2 10. Kxg2 Qc8 11. fxe5 Qb7+ 12. Kg1 h5 13. f4 h4 14. Nd5 h3 15. Rf2 Ne7 16. Qb3 Nxd5 17. cxd5 Bc5 18. d4 Bxd4 19. Be3 Bxe3 20. Qxe3 Qxd5 21. Re1 O-O 22. e6 Rfe8 23. Qb3 Qxb3 24. axb3 Rxe6 25. Rxe6 dxe6 26. Re2 Kf7 27. Re5 c5 28. Kf2 Rd8 29. Ke3 Rd5 30. Rxd5 exd5 31. b4 Ke6 32. bxc5 bxc5 33. Kd3 Kd6 34. Kc3 g6 35. b4 cxb4+ 36. Kxb4 a6 37. Ka5 Kc5 38. Kxa6 d4 39. Ka5 d3 40. Ka4 d2 41. Kb3 d1=Q+ 42. Kc3 Qh1 43. Kd3 Qxh2 44. Ke3 Qxg3+ 45. Ke2 h2 46. Kd2 h1=Q 47. Kc2 Qhh2+ 48. Kc1 Qgg1#,48,c4,e5,Nc3,Nc6,d3,Nd4,g3,Rb8,Bg2,b6,Nf3,Bb7,O-O,Nxf3+,exf3,f5,f4,Bxg2,Kxg2,Qc8,Qgg1#,TRUE,2,20,3,1,3,7,5,5,5,1,9,6,7,25,8,2,12,13,Normal,White,0,0,TRUE,Loss,90,2009
Bullet,Lichess,2020-01-07,NA,Prekator,therealslimkt,0-1,1924,2004,A00,NA,60+0,NA,NA,Normal,https://lichess.org/iSI2cXB4,1. g4 d5 2. Bg2 e5 3. c4 Bxg4 4. cxd5 Nf6 5. Qb3 Nbd7 6. Qxb7 Nc5 7. Qc6+ Bd7 8. Qxa8 Qxa8 9. Nc3 e4 10. h3 Nxd5 11. Nxd5 Qxd5 12. Rh2 Bd6 13. a3 Bxh2 14. Nf3 exf3 15. Bxf3 Qe6 16. d4 Nb3 17. Rb1 Nxd4 18. Be3 Nxf3+ 19. exf3 Bf4 20. Ke2 Bxe3 21. fxe3 Bb5+ 22. Kf2 O-O 23. Re1 f5 24. Rg1 f4 25. Rxg7+ Kxg7 26. e4 Qg6 27. b3 Qg3#,27,g4,d5,Bg2,e5,c4,Bxg4,cxd5,Nf6,Qb3,Nbd7,Qxb7,Nc5,Qc6+,Bd7,Qxa8,Qxa8,Nc3,e4,h3,Nxd5,Qg3#,TRUE,3,2,3,0,4,5,7,2,7,1,5,1,10,4,10,1,9,6,Normal,Black,1,0,FALSE,Win,80,2004
Bullet,Lichess,2020-01-06,NA,therealslimkt,Roger_Rabbit,1-0,1998,1987,A10,NA,60+0,NA,NA,Normal,https://lichess.org/XG200JD5,1. c4 d5 2. Nc3 d4 3. Ne4 f5 4. Ng3 Nf6 5. e3 e5 6. exd4 exd4 7. d3 Be6 8. Bf4 c5 9. Qb3 Qb6 10. Qxb6 axb6 11. Nf3 Nc6 12. Ne5 O-O-O 13. Be2 g5 14. Bxg5 Bg7 15. Nxc6 bxc6 16. Nh5 Nxh5 17. Bxd8 Rxd8 18. Bxh5 Bh6 19. O-O Rg8 20. f4 Bd7 21. Rae1 Kc7 22. Re7 Bf8 23. Rxh7 Bd6 24. Re1 b5 25. Bf3 Rd8 26. cxb5 cxb5 27. a4 Kb6 28. axb5 Bxb5 29. Ra1 c4 30. Rb7+ Kc5 31. Ra5 Kb4 32. Rbxb5#,32,c4,d5,Nc3,d4,Ne4,f5,Ng3,Nf6,e3,e5,exd4,exd4,d3,Be6,Bf4,c5,Qb3,Qb6,Qxb6,axb6,Rbxb5#,TRUE,6,1,7,1,2,9,7,5,3,1,1,4,13,6,10,2,3,13,Normal,White,1,0,FALSE,Win,11,1998
Bullet,Lichess,2020-01-06,NA,havutt,therealslimkt,0-1,2004,1991,A46,NA,60+0,NA,NA,Normal,https://lichess.org/fh4CWoOh,1. d4 e6 2. Nf3 Nf6 3. Bf4 d5 4. e3 c5 5. c3 cxd4 6. cxd4 Nc6 7. Bd3 Bd6 8. Qe2 Bxf4 9. exf4 O-O 10. Nc3 Qb6 11. O-O Nxd4 12. Nxd4 Qxd4 13. Rad1 Qxf4 14. g3 Qg4 15. Qc2 h5 16. Be2 Qg5 17. Bf3 h4 18. Bg2 hxg3 19. hxg3 Rd8 20. Ne2 Ng4 21. Nf4 e5 22. Nxd5 Bf5 23. Qd2 Qh5 24. f3 Qh2#,24,d4,e6,Nf3,Nf6,Bf4,d5,e3,c5,c3,cxd4,cxd4,Nc6,Bd3,Bd6,Qe2,Bxf4,exf4,O-O,Nc3,Qb6,Qh2#,TRUE,5,1,6,1,3,2,3,1,4,1,7,2,8,2,10,2,10,4,Normal,Black,1,0,FALSE,Win,-13,1991
Bullet,Lichess,2020-01-06,NA,therealslimkt,Uguni,1-0,1989,1756,A22,NA,60+0,NA,NA,Time forfeit,https://lichess.org/UrK8yuFW,1. c4 e5 2. Nc3 Nf6 3. g3 Bb4 4. Bg2 O-O 5. Nf3 c6 6. a3 Bxc3 7. bxc3 e4 8. Nd4 d5 9. cxd5 cxd5 10. O-O Nc6 11. Rb1 Nxd4 12. cxd4 Qc7 13. d3 Bf5 14. dxe4 Nxe4 15. Bf4 Qe7 16. Rc1 Rac8 17. Qb3 b6 18. f3 Nd6 19. e4 Nc4 20. exd5 Na5 21. Qb4 Qe2 22. Rfe1 Qd3 23. Qb1 Qxb1 24. Rxb1 Bxb1 25. Rxb1 Nc4 26. Re1 Nd2 27. d6 Nb3 28. Bc1,28,c4,e5,Nc3,Nf6,g3,Bb4,Bg2,O-O,Nf3,c6,a3,Bxc3,bxc3,e4,Nd4,d5,cxd5,cxd5,O-O,Nc6,Bc1,TRUE,3,1,3,1,3,7,4,1,10,1,5,2,7,2,13,2,8,9,Time forfeit,White,1,0,FALSE,Win,233,1989
